,종합점수,주행,가격,거주성,품질,디자인,연비_y,복합연비,연료,연도,차급,브랜드,CO₂ 배출량
487,8.7,9.6,7.7,8.0,8.7,9.9,8.1,9.0,가솔린,2020,경차,메르세데스-벤츠,194.0
488,8.9,9.4,7.1,9.5,8.9,9.0,9.2,16.7,가솔린,2023,경차,현대,92.0
491,9.0,9.7,9.0,7.4,9.1,9.0,9.7,17.4,디젤,2015,경차,BMW,111.0
492,9.3,9.8,8.9,9.5,8.7,9.5,9.4,5.6,전기,2021,대형/프리미엄,테슬라,153.5
493,8.6,9.2,8.4,8.7,9.2,9.4,6.6,10.7,디젤,2014,경차,기아,189.0
494,8.5,8.9,8.0,9.4,9.1,8.6,7.0,6.7,가솔린,2019,경차,메르세데스-벤츠,266.0
499,8.5,9.2,8.2,9.2,9.0,9.4,5.7,9.4,가솔린,2014,경차,제네시스,189.0
501,8.4,9.2,9.0,8.3,8.5,7.8,7.8,6.3,전기,2019,대형/프리미엄,현대,153.5
506,9.3,9.8,9.1,9.6,9.6,9.7,8.2,7.8,가솔린,2023,경차,BMW,218.0
507,9.3,9.7,9.0,8.8,9.7,9.8,8.8,11.4,가솔린,2024,경차,BMW,149.0
508,8.4,9.6,8.0,8.1,9.1,9.0,6.9,8.3,가솔린,2022,경차,BMW,208.0
509,8.5,9.4,9.0,6.2,8.8,9.6,8.2,10.7,가솔린,2018,경차,메르세데스-벤츠,163.0
510,9.1,9.8,8.4,8.6,9.4,9.8,8.9,10.5,디젤,2019,경차,BMW,185.0
511,9.2,9.5,9.1,9.3,9.0,9.7,8.6,14.2,디젤,2023,경차,메르세데스-벤츠,133.0
513,8.4,9.5,8.5,8.3,8.2,9.8,5.8,9.6,가솔린,2019,경차,기아,168.0
514,9.1,9.6,8.5,9.0,9.4,9.6,8.6,9.5,가솔린,2020,경차,BMW,181.0
515,8.9,9.4,8.4,8.4,9.2,9.8,8.1,9.9,가솔린,2024,경차,BMW,172.0
518,8.4,9.0,7.1,8.6,8.5,9.6,7.5,13.8,가솔린,2022,경차,현대,117.0
519,9.0,9.4,9.3,8.7,8.8,8.2,9.5,16.7,디젤,2014,경차,BMW,116.0
520,8.7,9.3,7.8,8.6,8.9,9.6,8.2,5.8,가솔린,2016,경차,메르세데스-벤츠,306.0
522,8.2,9.5,8.1,7.3,8.9,9.6,5.9,10.4,가솔린,2017,경차,제네시스,158.5
523,9.0,9.7,9.0,7.4,9.1,9.0,9.7,15.3,디젤,2019,경차,BMW,128.0
529,9.0,9.2,8.0,9.4,8.8,9.6,9.0,14.3,가솔린,2023,경차,기아,110.5
530,8.9,9.3,8.2,9.2,9.5,9.5,7.5,7.9,가솔린,2022,경차,렉서스,220.0
531,8.4,8.2,8.9,8.2,8.0,9.2,7.8,11.4,가솔린,2019,경차,르노코리아,146.5
533,9.2,9.5,9.1,9.3,9.0,9.7,8.6,9.5,가솔린,2024,경차,메르세데스-벤츠,182.0
535,8.8,9.4,8.1,9.3,9.0,9.7,7.2,14.6,디젤,2021,경차,제네시스,130.0
536,9.3,9.8,8.2,9.3,9.6,9.6,9.1,4.1,전기,2024,대형/프리미엄,BMW,153.5
537,9.1,9.6,8.8,8.9,9.2,9.2,9.0,13.5,디젤,2015,경차,BMW,146.0
538,9.3,9.9,9.2,9.2,9.8,9.9,7.6,9.5,가솔린,2020,경차,BMW,181.0
540,8.9,9.7,7.9,8.2,9.3,9.9,8.6,12.8,디젤,2015,경차,BMW,156.0
541,9.2,9.9,8.8,9.3,8.4,9.6,9.5,4.8,전기,2024,대형/프리미엄,테슬라,153.5
542,8.6,9.3,8.2,8.9,9.1,9.5,6.7,9.3,디젤,2023,경차,기아,211.5
543,9.1,9.7,8.9,8.1,9.4,9.6,8.9,9.6,가솔린,2024,경차,BMW,177.0
545,9.3,9.7,9.0,8.8,9.7,9.8,8.8,11.5,가솔린,2024,경차,BMW,145.0
547,8.9,9.6,8.1,8.7,9.4,9.6,8.0,10.5,디젤,2023,경차,메르세데스-벤츠,184.0
550,9.3,9.7,8.2,8.6,9.8,9.7,9.7,13.6,가솔린,2023,경차,렉서스,119.0
551,9.1,9.8,8.4,8.6,9.4,9.8,8.9,12.3,디젤,2016,경차,BMW,162.0
552,9.1,9.1,8.5,9.1,9.7,9.4,8.8,9.5,가솔린,2015,경차,렉서스,186.0
556,9.8,10.0,9.3,9.9,9.9,9.9,10.0,3.8,전기,2024,대형/프리미엄,BMW,153.5
557,8.9,9.1,8.8,8.9,8.6,9.6,8.7,14.4,가솔린,2020,경차,현대,110.5
558,9.0,9.7,9.0,7.4,9.1,9.0,9.7,15.3,디젤,2016,경차,BMW,128.0
560,8.5,8.5,9.1,6.8,9.0,9.6,7.9,9.1,가솔린,2014,경차,메르세데스-벤츠,195.0
561,8.7,9.3,7.8,8.6,8.9,9.6,8.2,8.1,가솔린,2017,경차,메르세데스-벤츠,153.5
562,9.2,9.8,8.9,8.8,9.5,9.6,9.0,10.9,가솔린,2019,경차,BMW,153.0
565,9.0,9.1,9.2,8.7,8.6,9.4,9.0,13.3,가솔린,2021,경차,현대,123.0
566,8.7,9.2,8.4,9.2,8.6,9.3,7.6,11.0,디젤,2021,경차,기아,176.0
568,8.8,9.6,7.9,9.4,9.6,9.1,7.3,16.4,가솔린,2016,경차,렉서스,103.0
571,8.2,9.5,8.1,7.3,8.9,9.6,5.9,10.4,가솔린,2020,경차,제네시스,158.5
572,9.2,9.8,8.9,8.8,9.5,9.6,9.0,12.4,가솔린,2023,경차,BMW,135.0
574,8.4,8.8,8.5,8.9,8.4,8.9,7.2,10.3,디젤,2015,경차,기아,197.0
575,8.0,8.5,8.2,8.2,8.0,8.2,6.9,9.5,디젤,2015,경차,현대,198.5
576,9.0,9.8,8.2,8.6,9.4,9.9,7.9,11.9,디젤,2024,경차,BMW,161.0
578,8.6,9.3,7.6,9.3,9.3,9.7,6.3,9.3,가솔린,2024,경차,제네시스,183.0
579,8.7,10.0,8.9,8.1,9.6,9.9,5.5,6.8,가솔린,2023,경차,BMW,256.0
580,8.8,8.9,8.9,8.5,8.5,9.1,9.0,12.1,가솔린,2021,경차,기아,139.0
582,8.9,9.6,8.2,8.1,8.9,9.7,8.6,9.5,가솔린,2020,경차,메르세데스-벤츠,153.5
584,9.5,9.6,8.9,9.6,9.7,9.6,9.8,9.6,가솔린,2023,경차,렉서스,175.0
586,9.0,9.7,8.6,9.4,9.1,9.3,7.9,13.7,디젤,2014,경차,BMW,145.0
587,8.5,9.0,7.0,7.9,8.7,9.3,9.2,17.0,가솔린,2024,경차,르노코리아,92.0
588,9.0,9.6,8.2,9.3,9.2,9.5,8.5,4.1,전기,2023,대형/프리미엄,메르세데스-벤츠,153.5
589,8.5,9.4,9.0,6.2,8.8,9.6,8.2,9.5,가솔린,2017,경차,메르세데스-벤츠,184.0
591,8.0,8.2,9.0,8.1,8.0,7.9,6.9,11.3,가솔린,2018,경차,르노코리아,149.0
593,8.7,8.8,9.1,8.2,8.5,8.9,8.9,13.5,가솔린,2019,경차,기아,123.0
594,8.8,9.5,8.6,9.4,9.3,9.4,6.7,8.5,가솔린,2018,경차,제네시스,203.0
595,8.9,9.6,8.2,9.5,8.8,9.4,7.7,9.8,디젤,2021,경차,메르세데스-벤츠,199.0
596,8.7,9.0,8.0,9.0,8.8,9.1,8.6,10.9,가솔린,2017,경차,현대,152.0
597,8.2,8.9,7.6,8.7,8.2,8.8,6.9,10.0,디젤,2022,경차,현대,196.0
601,8.8,9.6,7.9,9.4,9.6,9.1,7.3,9.5,가솔린,2015,경차,렉서스,185.0
603,9.1,9.6,8.6,8.6,9.5,9.8,8.6,13.0,디젤,2016,경차,메르세데스-벤츠,148.0
606,8.6,8.8,8.6,8.5,8.2,9.0,8.6,15.2,디젤,2016,경차,현대,127.0
607,9.1,9.8,8.5,8.6,9.4,9.7,8.7,14.1,디젤,2020,경차,BMW,134.0
609,8.4,8.6,8.3,8.1,8.3,8.8,8.1,13.5,가솔린,2014,경차,현대,128.0
610,8.1,8.3,8.6,8.0,8.0,8.3,7.5,12.3,가솔린,2016,경차,기아,141.0
611,8.9,9.7,7.7,8.9,8.9,9.6,9.2,5.6,전기,2022,대형/프리미엄,기아,153.5
612,8.9,9.3,9.2,9.4,9.1,9.0,7.5,11.7,디젤,2020,경차,현대,161.5
613,9.2,9.8,8.9,8.8,9.5,9.6,9.0,12.4,가솔린,2021,경차,BMW,135.0
615,9.2,9.9,7.7,8.7,9.7,9.8,9.4,4.3,전기,2022,대형/프리미엄,제네시스,153.5
617,9.2,9.7,8.9,8.3,9.3,9.6,9.2,14.3,디젤,2019,경차,BMW,132.0
620,9.0,10.0,10.0,8.0,8.0,10.0,8.0,7.6,가솔린,2022,경차,BMW,230.0
622,8.9,9.3,8.4,8.9,8.8,9.6,8.4,13.6,가솔린,2024,경차,르노코리아,121.0
623,9.2,9.6,8.1,9.5,9.3,9.8,8.8,8.3,가솔린,2023,경차,메르세데스-벤츠,220.0
624,8.4,8.8,8.3,9.0,8.5,9.0,7.1,10.3,디젤,2019,경차,기아,189.0
625,8.3,8.3,8.6,8.1,8.2,8.4,8.3,15.2,가솔린,2015,경차,기아,108.0
627,8.7,9.3,7.8,8.6,8.9,9.6,8.2,8.3,가솔린,2022,경차,메르세데스-벤츠,220.0
628,9.2,9.6,8.5,9.7,9.4,9.3,8.6,9.3,가솔린,2022,경차,제네시스,184.0
629,8.7,8.4,7.7,8.7,8.5,9.7,9.0,14.7,가솔린,2024,경차,기아,112.0
631,8.6,8.9,8.9,8.7,8.7,8.5,7.8,14.1,디젤,2020,경차,기아,132.5
633,9.2,9.2,8.3,8.8,9.6,9.4,9.7,18.1,가솔린,2014,경차,렉서스,91.0
638,9.1,9.6,8.5,9.0,9.4,9.6,8.6,9.5,가솔린,2019,경차,BMW,181.0
642,7.5,8.3,7.6,7.3,7.6,7.5,6.6,8.8,디젤,2023,경차,현대,212.5
643,7.3,8.1,7.6,7.2,7.3,7.6,6.1,9.0,디젤,2020,경차,기아,205.5
645,9.3,9.7,9.0,8.8,9.7,9.8,8.8,11.4,가솔린,2021,경차,BMW,149.0
647,9.3,9.9,9.2,9.2,9.8,9.9,7.6,9.4,가솔린,2022,경차,BMW,183.0
648,9.3,9.8,9.1,9.6,9.6,9.7,8.2,7.8,가솔린,2024,경차,BMW,218.0
649,8.8,9.4,8.5,7.5,9.0,9.7,8.4,16.3,디젤,2015,경차,BMW,118.0
650,7.8,7.8,7.7,7.3,7.4,9.3,7.4,12.0,가솔린,2020,경차,르노코리아,140.0
652,8.8,8.7,9.4,8.9,8.7,9.3,7.9,11.6,가솔린,2021,경차,르노코리아,143.0
655,8.7,9.1,8.7,9.1,8.8,9.1,7.3,11.0,가솔린,2018,경차,현대,151.5
656,9.6,9.9,8.3,9.8,9.8,9.6,10.0,3.4,전기,2024,대형/프리미엄,BMW,153.5
657,8.7,9.9,9.1,9.0,9.6,8.3,6.3,7.1,가솔린,2019,경차,BMW,218.0
658,9.1,9.3,9.0,9.0,9.1,9.6,8.9,12.1,가솔린,2024,경차,기아,139.0
661,7.9,9.8,8.9,6.2,7.7,9.2,5.7,10.5,가솔린,2018,경차,현대,160.5
662,9.1,9.7,8.9,8.1,9.4,9.6,8.9,11.2,가솔린,2022,경차,BMW,151.0
663,9.4,9.5,9.2,9.6,9.8,8.9,9.4,9.4,가솔린,2018,경차,렉서스,179.0
664,8.8,10.0,9.1,9.4,10.0,9.9,4.4,7.8,가솔린,2017,경차,BMW,226.0
669,8.6,8.8,8.5,9.0,8.6,8.3,8.3,13.2,가솔린,2020,경차,현대,124.5
672,7.8,7.8,7.7,7.3,7.4,9.3,7.4,12.0,가솔린,2017,경차,르노코리아,139.0
674,8.8,8.9,9.1,8.1,8.3,9.5,8.6,13.4,가솔린,2022,경차,르노코리아,122.0
676,9.2,9.6,8.1,9.5,9.3,9.8,8.8,8.3,가솔린,2022,경차,메르세데스-벤츠,220.0
678,9.1,9.9,7.4,9.3,9.7,9.8,8.7,4.6,전기,2024,대형/프리미엄,제네시스,153.5
679,9.2,9.7,8.9,8.3,9.3,9.6,9.2,18.5,디젤,2015,경차,BMW,103.0
683,7.4,7.7,8.2,7.2,7.4,6.8,7.3,12.4,가솔린,2014,경차,현대,137.5
684,8.6,8.8,8.6,8.5,8.2,9.0,8.6,15.6,디젤,2015,경차,현대,124.0
685,9.0,9.7,9.3,9.7,9.4,9.1,6.7,8.7,가솔린,2022,경차,기아,199.0
686,8.9,9.1,8.7,9.0,8.7,8.8,9.2,16.4,전기,2017,경차,기아,29.0
687,9.1,9.3,9.0,9.0,9.1,9.6,8.9,14.1,가솔린,2022,경차,기아,112.5
688,9.2,9.6,8.5,9.7,9.4,9.3,8.6,9.3,가솔린,2024,경차,제네시스,184.0
689,8.6,9.1,8.7,9.0,8.7,9.1,7.2,11.3,가솔린,2016,경차,현대,156.0
690,8.8,9.1,8.4,8.8,8.7,9.6,8.3,11.8,가솔린,2021,경차,기아,137.5
691,8.9,9.3,8.2,9.2,9.5,9.5,7.5,17.2,가솔린,2021,경차,렉서스,93.0
692,8.9,9.4,7.0,9.3,9.0,9.5,9.1,16.7,가솔린,2024,경차,기아,96.0
693,8.5,9.9,8.1,8.4,9.0,9.4,6.0,6.7,가솔린,2022,경차,BMW,258.0
695,9.2,9.2,8.3,8.8,9.6,9.4,9.7,17.0,가솔린,2017,경차,렉서스,93.0
696,8.7,9.7,9.4,6.9,9.0,10.0,7.3,9.2,가솔린,2014,경차,BMW,193.0
698,9.0,9.2,8.0,8.9,8.7,9.7,9.5,19.1,가솔린,2021,경차,기아,81.0
699,8.9,9.4,8.7,7.7,8.5,10.0,9.4,13.7,전기,2015,경차,BMW,47.0
700,8.7,9.6,7.7,8.0,8.7,9.9,8.1,11.9,가솔린,2024,경차,메르세데스-벤츠,144.0
701,9.1,9.4,8.5,9.3,9.3,9.5,8.8,12.5,가솔린,2024,경차,현대,133.0
703,8.2,9.8,8.1,8.8,8.7,9.8,4.3,7.1,가솔린,2020,경차,BMW,243.0
705,8.0,7.6,8.0,8.9,8.0,8.8,6.6,13.5,가솔린,2015,경차,기아,128.0
707,9.0,9.5,8.6,8.3,9.2,9.4,8.6,14.3,디젤,2020,경차,BMW,133.0
708,9.2,9.6,8.5,9.7,9.4,9.3,8.6,8.2,가솔린,2023,경차,제네시스,209.0
709,8.8,9.6,8.2,8.5,9.7,9.0,7.6,9.3,가솔린,2019,경차,메르세데스-벤츠,189.0
711,8.7,9.2,8.4,8.2,8.9,9.4,8.1,11.2,가솔린,2017,경차,메르세데스-벤츠,153.5
712,8.2,9.7,6.8,8.3,10.0,9.7,4.5,7.9,가솔린,2021,경차,렉서스,222.0
713,9.3,9.8,8.8,9.3,9.5,9.4,9.1,11.6,디젤,2020,경차,BMW,150.0
716,9.4,9.8,8.2,9.6,9.7,9.5,9.8,3.3,전기,2023,대형/프리미엄,메르세데스-벤츠,153.5
719,9.3,9.8,9.1,9.6,9.6,9.7,8.2,9.5,디젤,2019,경차,BMW,206.0
720,9.7,9.6,8.9,10.0,10.0,9.8,10.0,13.6,가솔린,2023,경차,렉서스,119.0
721,9.2,9.7,7.1,9.6,9.5,9.7,9.6,18.8,가솔린,2024,경차,기아,81.5
722,8.9,9.5,9.3,9.5,9.2,9.1,6.7,8.7,가솔린,2021,경차,기아,199.0
723,8.8,9.1,8.8,8.9,8.8,9.1,8.2,13.1,디젤,2017,경차,현대,147.0
724,8.7,9.3,7.8,8.6,8.9,9.6,8.2,12.9,디젤,2017,경차,메르세데스-벤츠,148.0
726,8.7,8.9,7.7,9.2,8.8,9.6,7.9,12.0,가솔린,2022,경차,기아,136.0
727,8.7,8.9,8.7,8.7,8.5,9.0,8.2,11.3,가솔린,2018,경차,현대,144.5
729,9.0,9.6,8.9,9.6,9.3,9.5,7.4,5.1,전기,2024,대형/프리미엄,기아,153.5
730,9.0,9.5,8.6,8.3,9.2,9.4,8.6,14.3,디젤,2021,경차,BMW,133.0
731,9.1,9.8,8.4,8.6,9.4,9.8,8.9,10.7,디젤,2015,경차,BMW,81.0
732,9.0,10.0,10.0,8.0,8.0,10.0,8.0,7.3,가솔린,2023,경차,BMW,237.0
735,8.6,9.0,8.1,8.8,8.4,9.7,7.8,13.2,가솔린,2023,경차,기아,124.5
736,8.2,9.8,8.1,8.8,8.7,9.8,4.3,7.7,가솔린,2023,경차,BMW,224.0
738,8.6,9.3,8.3,9.1,8.7,8.6,7.5,13.7,디젤,2022,경차,현대,137.0
740,8.6,8.9,8.4,8.8,8.5,9.0,7.9,14.4,디젤,2015,경차,현대,137.0
741,9.1,9.1,8.5,9.1,9.7,9.4,8.8,9.3,가솔린,2021,경차,렉서스,186.0
742,8.1,8.3,8.6,8.0,8.0,8.3,7.5,12.5,가솔린,2015,경차,기아,139.0
743,8.2,8.7,8.5,7.9,8.8,7.9,7.3,10.6,가솔린,2016,경차,르노코리아,166.0
744,8.0,8.2,7.7,6.9,7.4,8.4,9.6,18.5,디젤,2015,경차,르노코리아,103.0
745,8.7,9.2,8.4,8.2,8.9,9.4,8.1,16.2,디젤,2016,경차,메르세데스-벤츠,153.5
748,8.7,9.0,8.0,9.0,8.8,9.1,8.6,10.9,가솔린,2018,경차,현대,152.0
749,9.1,9.7,8.9,8.1,9.4,9.6,8.9,14.3,디젤,2021,경차,BMW,132.0
750,9.1,9.5,8.5,9.4,9.2,8.7,9.3,14.3,가솔린,2021,경차,현대,110.0
751,8.9,9.4,7.5,9.1,9.2,9.8,8.6,14.1,디젤,2024,경차,메르세데스-벤츠,134.0
752,8.6,9.3,7.8,9.2,9.0,9.7,6.7,9.7,가솔린,2020,경차,제네시스,175.0
753,9.1,9.6,8.6,8.6,9.5,9.8,8.6,7.1,가솔린,2015,경차,메르세데스-벤츠,256.0
754,9.3,9.9,9.2,9.2,9.8,9.9,7.6,7.7,가솔린,2024,경차,BMW,224.0
755,8.7,9.9,9.1,9.0,9.6,8.3,6.3,7.6,가솔린,2021,경차,BMW,224.5
756,9.0,9.9,8.8,8.7,7.9,9.4,9.3,5.7,전기,2022,대형/프리미엄,테슬라,153.5
757,8.4,8.5,8.8,8.3,8.3,8.4,8.1,14.0,가솔린,2014,경차,현대,122.5
759,8.7,9.3,8.1,9.2,8.4,9.5,7.9,13.7,디젤,2023,경차,기아,136.5
761,8.9,9.4,8.4,8.4,9.2,9.8,8.1,9.5,가솔린,2019,경차,BMW,181.0
762,9.5,9.7,8.5,9.7,9.8,9.8,9.3,10.0,전기,2024,경차,BMW,42.0
763,9.1,9.4,8.2,9.7,9.3,8.9,9.2,15.5,가솔린,2024,경차,현대,104.0
764,9.3,9.9,9.2,9.2,9.8,9.9,7.6,9.5,가솔린,2021,경차,BMW,181.0
768,7.7,8.4,7.9,7.8,7.8,8.2,6.3,9.7,디젤,2020,경차,현대,190.0
773,9.0,9.5,8.8,8.7,8.8,9.1,9.2,17.3,디젤,2015,경차,현대,109.5
775,9.3,9.4,8.9,9.4,9.2,9.3,9.4,16.2,가솔린,2019,경차,현대,97.0
777,9.1,9.6,8.5,9.0,9.4,9.6,8.6,9.8,가솔린,2022,경차,BMW,173.0
779,9.1,9.1,8.5,9.1,9.7,9.4,8.8,9.3,가솔린,2018,경차,렉서스,186.0
781,9.2,9.8,8.2,9.2,9.6,9.7,8.5,10.0,디젤,2019,경차,BMW,195.0
782,9.5,9.6,8.9,9.6,9.7,9.6,9.8,17.2,가솔린,2021,경차,렉서스,93.0
783,8.8,8.9,8.9,8.5,8.5,9.1,9.0,14.4,가솔린,2019,경차,기아,111.0
786,8.9,9.4,8.7,9.6,9.2,9.5,7.1,12.0,디젤,2022,경차,현대,156.5
787,8.4,8.6,9.1,8.7,8.4,8.4,7.1,10.2,가솔린,2015,경차,르노코리아,174.0
788,8.7,9.2,8.4,9.2,8.6,9.3,7.6,12.6,디젤,2021,경차,기아,153.0
789,8.6,8.0,8.0,9.2,8.8,9.4,8.0,12.7,가솔린,2023,경차,기아,129.0
790,9.1,9.9,7.4,9.3,9.7,9.8,8.7,4.6,전기,2023,대형/프리미엄,제네시스,153.5
791,8.9,9.3,9.2,9.4,9.1,9.0,7.5,12.0,디젤,2019,경차,현대,157.5
792,8.6,9.0,8.8,8.4,8.5,9.0,7.9,13.8,디젤,2015,경차,기아,139.5
793,8.9,9.5,9.2,7.2,9.4,9.6,8.6,10.7,가솔린,2021,경차,BMW,159.0
796,8.9,9.2,8.8,9.4,9.1,9.0,7.7,11.3,디젤,2017,경차,현대,162.5
797,8.9,9.4,8.4,8.4,9.2,9.8,8.1,9.5,가솔린,2021,경차,BMW,181.0
801,8.8,9.6,8.2,8.5,9.7,9.0,7.6,7.8,가솔린,2014,경차,메르세데스-벤츠,230.0
803,8.6,9.0,8.3,8.9,8.6,7.7,9.1,18.0,가솔린,2017,경차,현대,88.0
805,8.7,9.9,8.0,8.8,9.4,9.4,7.0,8.3,가솔린,2023,경차,BMW,206.0
807,9.1,9.7,8.9,8.1,9.4,9.6,8.9,14.3,디젤,2020,경차,BMW,153.5
809,8.6,8.9,8.7,8.6,8.4,8.4,8.5,12.4,디젤,2016,경차,기아,145.5
812,9.3,9.4,8.9,9.5,9.1,9.4,9.4,16.2,가솔린,2021,경차,기아,97.0
814,9.2,9.7,8.9,8.3,9.3,9.6,9.2,15.1,디젤,2016,경차,BMW,117.0
815,8.8,9.4,8.1,9.3,9.0,9.7,7.2,14.6,디젤,2020,경차,제네시스,130.0
816,8.8,8.9,8.7,8.6,8.9,7.9,9.7,17.1,가솔린,2022,경차,기아,85.5
824,7.5,8.3,7.6,7.3,7.6,7.5,6.6,8.9,디젤,2019,경차,현대,211.0
825,8.7,8.8,8.7,8.8,8.6,8.5,8.6,16.8,가솔린,2014,경차,현대,100.0
826,8.4,9.5,8.5,8.3,8.2,9.8,5.8,9.6,가솔린,2018,경차,기아,168.0
828,9.3,9.8,8.8,9.3,9.5,9.4,9.1,11.6,디젤,2018,경차,BMW,163.0
829,8.2,7.7,7.8,9.0,8.2,9.1,7.2,12.7,가솔린,2018,경차,기아,128.5
835,9.2,9.4,8.5,9.5,9.5,9.2,8.9,8.9,가솔린,2018,경차,렉서스,193.0
836,9.3,9.9,9.2,9.2,9.8,9.9,7.6,7.6,가솔린,2024,경차,BMW,226.0
837,8.6,9.3,7.8,9.2,9.0,9.7,6.7,9.7,가솔린,2023,경차,제네시스,175.0
838,9.1,9.1,8.5,9.1,9.7,9.4,8.8,12.8,가솔린,2020,경차,렉서스,129.0
842,8.5,9.9,8.1,8.4,9.0,9.4,6.0,6.7,가솔린,2023,경차,BMW,258.0
845,8.8,9.4,8.5,7.5,9.0,9.7,8.4,11.1,가솔린,2019,경차,BMW,156.0
847,8.9,9.6,7.8,9.8,9.7,9.8,6.9,8.2,가솔린,2024,경차,제네시스,209.0
848,9.1,9.5,8.5,9.4,9.2,8.7,9.3,14.3,가솔린,2022,경차,현대,110.0
849,9.4,9.8,8.2,9.6,9.7,9.5,9.8,4.3,전기,2024,대형/프리미엄,메르세데스-벤츠,153.5
852,9.2,9.9,7.7,8.7,9.7,9.8,9.4,4.3,전기,2023,대형/프리미엄,제네시스,153.5
853,8.9,9.1,8.8,8.9,8.6,9.6,8.7,14.9,가솔린,2022,경차,현대,108.0
854,8.9,9.7,7.9,8.2,9.3,9.9,8.6,8.2,가솔린,2015,경차,BMW,219.0
858,9.1,9.8,8.5,8.6,9.4,9.7,8.7,11.0,가솔린,2022,경차,BMW,154.0
860,8.7,9.9,9.1,9.0,9.6,8.3,6.3,7.6,가솔린,2023,경차,BMW,225.0
863,8.0,8.0,8.4,7.9,7.9,7.8,7.7,15.0,가솔린,2014,경차,르노코리아,114.0
866,9.1,9.7,8.6,8.8,9.1,9.1,9.3,5.6,전기,2021,대형/프리미엄,기아,153.5
868,9.1,9.8,8.5,8.6,9.4,9.7,8.7,11.7,가솔린,2022,경차,BMW,143.0
869,9.5,9.7,9.0,9.3,9.5,9.7,9.5,12.1,가솔린,2024,경차,BMW,137.0
871,8.2,7.7,7.8,9.0,8.2,9.1,7.2,12.7,가솔린,2020,경차,기아,129.0
875,7.3,8.1,7.6,7.2,7.3,7.6,6.1,6.5,LPG,2024,경차,기아,196.0
878,7.7,8.4,7.9,7.8,7.8,8.2,6.3,8.9,디젤,2018,경차,현대,222.0
880,8.7,9.9,8.9,8.6,9.8,9.9,5.4,7.8,가솔린,2022,경차,BMW,222.0
884,8.2,8.9,7.6,8.7,8.2,8.8,6.9,7.0,LPG,2024,경차,현대,189.0
886,9.2,9.7,8.9,8.3,9.3,9.6,9.2,12.6,디젤,2018,경차,BMW,145.0
888,8.0,8.2,9.0,8.1,8.0,7.9,6.9,12.6,가솔린,2015,경차,르노코리아,138.0
889,8.0,8.7,8.4,6.7,7.8,9.2,7.0,12.4,가솔린,2014,경차,현대,133.5
890,8.8,8.9,9.1,8.1,8.3,9.5,8.6,13.4,가솔린,2024,경차,르노코리아,122.0
892,8.8,9.1,8.4,8.8,8.7,9.6,8.3,11.8,가솔린,2022,경차,기아,137.5
893,8.3,8.3,8.7,8.4,8.5,9.1,7.0,11.5,가솔린,2014,경차,기아,50.666666666666664
896,8.9,9.4,7.7,9.2,8.8,9.5,9.1,16.2,가솔린,2021,경차,현대,99.0
897,9.1,9.6,8.5,9.0,9.4,9.6,8.6,9.5,가솔린,2021,경차,BMW,181.0
898,8.0,8.2,7.7,6.9,7.4,8.4,9.6,17.7,디젤,2016,경차,르노코리아,108.0
901,8.0,7.6,8.0,8.9,8.0,8.8,6.6,13.5,가솔린,2014,경차,기아,121.5
903,8.5,9.4,9.0,6.2,8.8,9.6,8.2,9.5,가솔린,2016,경차,메르세데스-벤츠,178.0
904,9.3,9.8,9.1,9.6,9.6,9.7,8.2,9.5,디젤,2020,경차,BMW,206.0
905,8.4,8.3,8.4,8.2,8.3,8.7,8.3,14.7,가솔린,2019,경차,기아,106.0
907,9.3,9.6,8.6,9.6,9.3,9.4,9.5,17.1,가솔린,2023,경차,기아,91.0
909,9.3,9.9,9.2,9.2,9.8,9.9,7.6,7.7,가솔린,2023,경차,BMW,224.0
913,8.6,9.1,8.1,8.9,8.8,9.5,7.3,11.8,가솔린,2024,경차,기아,136.0
915,8.5,8.5,9.1,8.7,8.6,8.0,8.2,9.0,LPG,2015,경차,기아,144.5
917,9.4,9.9,9.1,9.3,9.8,9.8,9.7,4.9,전기,2023,대형/프리미엄,메르세데스-벤츠,153.5
918,8.4,9.8,8.9,7.9,9.1,9.6,5.4,12.0,가솔린,2014,경차,BMW,194.0
922,8.2,9.7,6.8,8.3,10.0,9.7,4.5,7.9,가솔린,2018,경차,렉서스,222.0
925,9.1,9.8,8.4,8.6,9.4,9.8,8.9,10.5,디젤,2017,경차,BMW,185.0
926,9.1,9.6,8.6,8.6,9.5,9.8,8.6,7.2,가솔린,2014,경차,메르세데스-벤츠,250.0
927,9.2,9.4,8.7,9.5,9.3,9.0,9.3,15.2,가솔린,2020,경차,현대,102.5
930,8.3,8.4,8.9,8.0,8.2,8.8,7.8,13.3,가솔린,2014,경차,기아,123.0
932,9.0,8.9,8.8,8.4,8.9,8.9,9.8,22.4,가솔린,2019,경차,현대,69.0
933,9.2,9.5,9.1,9.3,9.0,9.7,8.6,14.2,디젤,2021,경차,메르세데스-벤츠,133.0
934,8.7,9.6,8.0,8.3,9.2,9.9,6.9,7.6,가솔린,2015,경차,메르세데스-벤츠,236.0
936,9.2,10.0,7.7,10.0,10.0,10.0,7.3,7.7,가솔린,2018,경차,렉서스,226.0
937,9.2,9.8,7.8,9.5,9.5,9.5,9.3,5.1,전기,2023,대형/프리미엄,제네시스,153.5
939,9.1,9.8,8.5,8.6,9.4,9.7,8.7,11.7,가솔린,2021,경차,BMW,143.0
